Leander	m
Leiderat	m
Leif	m
Lelex	m
Leo	m
Leon	m
Leonardo	m
Leonhard	m
Leopold	m
Lev	m
Levent	m
Levente	m
Liam	m
Lieven	m
Linus	m
Lionel	m
Livio	m
Ljubiša	m
Lloyd	m
Lodewijk	m
Lorcan	m
Lorenz	m
Loris	m
Louis	m
Luca	m
Luciano	m
Lucius	m
Ludger	m
Ludwig	m
Luigi	m
Luis	m
Lukas	m
Lunis	m
Magd	m
Magnus	m
Maik	m
Malcolm	m
Malik	m
Malte	m
Mamercus	m
Manfred	m
Manius	m
Manu	m
Manuel	m
Marc	m
Marcellus	m
Maria	m
Marian	m
Mariano	m
Mario	m
Marion	m
Marius	m
Mark	m
Markus	m
Marlo	m
Marlon	m
Marshall	m
Martin	m
Martti	m
Marvin	m
Masahito	m
Matan	m
Mats	m
Matt	m
Matthias	m
Matti	m
Maurizio	m
Maurus	m
Maximilian	m
Medard	m
Mehmet	m
Mehrdad	m
Meiko	m
Meinolf	m
Melchior	m
Menne	m
Menzies	m
Merten	m
Metello	m
Metin	m
Micha	m
Michael	m
Michail	m
Michal	m
Michele	m
Mickey	m
Mieszko	m
Miguel	m
Mihai	m
Mika	m
Mikkel	m
Mikko	m
Milan	m
Miloš	m
Mio	m
Mirko	m
Mischa	m
Mitja	m
Mladen	m
Modestus	m
Moe	m
Mohammed	m
Momme	m
Montgomery	m
Moritz	m
Morten	m
Mstislaw	m
Munir	m
Murad	m
Myron	m
Nando	m
Nanuk	m
Nathan	m
Nathanael	m
Natmir	m
Nebojša	m
Neil	m
Nektarios	m
Nenad	m
Nepomuk	m
Nevio	m
Niall	m
Nicky	m
Nico	m
Nicola	m
Nigel	m
Nikita	m
Nikodemus	m
Nikola	m
Nikolai	m
Nikolaos	m
Nikolaus	m
Nils	m
Nima	m
Nino	m
Nio	m
Noah	m
Noam	m
Noël	m
Norbert	m
Norman	m
Numa	m
Numerius	m
Obed	m
Obrad	m
Ocke	m
Octavian	m
Odo	m
Ödön	m
Oelfke	m
Ognjen	m
Oibalos	m
Okan	m
Okay	m
Oktay	m
Ola	m
Olaf	m
Ólafur	m
Olav	m
Olavi	m
Ole	m
Oleg	m
Oliver	m
Olivier	m
Olle	m
Olof	m
Oluf	m
Omari	m
Onno	m
Onuphrius	m
Onur	m
Oran	m
Orhan	m
Oskar	m
Oslac	m
Ossip	m
Oswald	m
Oswin	m
Othmar	m
Otso	m
Ottfried	m
Otto	m
Ottokar	m
Ottorino	m
Ove	m
Owen	m
Özcan	m
Ozren	m
Pablo	m
Pantaleon	m
Paris	m
Parviz	m
Pascal	m
Patrice	m
Patricius	m
Patrick	m
Paul	m
Paulinho	m
Peer	m
Pekka	m
Pentti	m
Peppone	m
Peregrin	m
Periander	m
Perieres	m
Peter	m
Petrus	m
Petter	m
Peyman	m
Phalkes	m
Phelan	m
Philemon	m
Philipp	m
Piet	m
Pikria	m
Pinchas	m
Pinkus	m
Pippin	m
Pir	m
Pirmin	m
Pit	m
Pius	m
Polydoros	m
Polykarp	m
Pontius	m
Predrag	m
Protasius	m
Publius	m
Pádraig	m
Quentin	m
Quintus	m
Quirin	m
Rabie	m
Radomir	m
Radoslav	m
Rafiki	m
Rahul	m
Raimund	m
Rainald	m
Rainer	m
Rainhard	m
Raj	m
Raja	m
Rajendra	m
Rajiv	m
Rajko	m
Ralf	m
Ralph	m
Rambo	m
Rami	m
Ramin	m
Randolf	m
Raphael	m
Rasso	m
Recep	m
Reemt	m
Reginald	m
Regis	m
Reinhard	m
Reinhardt	m
Reinhart	m
Reinhold	m
Remeco	m
Remigius	m
Remo	m
Remy	m
Renaud	m
René	m
Reto	m
Reza	m
Ricardo	m
Richard	m
Richie	m
Rico	m
Ridvan	m
Rifat	m
Rinaldo	m
Ringo	m
Roald	m
Rob	m
Robbie	m
Robby	m
Robert	m
Robin	m
Robinson	m
Rochus	m
Rodion	m
Roger	m
Roland	m
Rolandas	m
Rolando	m
Roman	m
Romed	m
Romeo	m
Ronald	m
Ronan	m
Ronnie	m
Ronny	m
Rostam	m
Rostislaw	m
Roy	m
Ruben	m
Rüdiger	m
Rudolf	m
Rufus	m
Rupert	m
Ruslan	m
Russell	m
Rutger	m
Sabri	m
Sachso	m
Saddam	m
Said	m
Salomo	m
Salomon	m
Salvatore	m
Samir	m
Samuel	m
Samuil	m
Sancho	m
Sander	m
Sandro	m
Sandy	m
Sascha	m
Sassan	m
Scott	m
Sean	m
Sebald	m
Sebastian	m
Sebastiano	m
Sedat	m
Selim	m
Sepp	m
Serenus	m
Serge	m
Sergei	m
Sergio	m
Sergius	m
Servius	m
Sextus	m
Seymour	m
Shahryar	m
Shane	m
Shannon	m
Shelly	m
Shirley	m
Siegbald	m
Siegbert	m
Siegfried	m
Siegmund	m
Siegward	m
Sievert	m
Sigismund	m
Sigmar	m
Sigmund	m
Sigurd	m
Silas	m
Silvan	m
Silvester	m
Silvio	m
Simon	m
Siyar	m
Sjut	m
Slawomir	m
Slobodan	m
Sonia	m
Sönke	m
Sören	m
Spurius	m
Srboje	m
Srecko	m
Stanislaus	m
Stefan	m
Stefano	m
Stein	m
Sthenelos	m
Stig	m
Stijn	m
Sture	m
Sturm	m
Stylianos	m
Suleiman	m
Sven	m
Sverre	m
Swjatoslaw	m
Szabolcs	m
Sándor	m
Taavi	m
Taha	m
Taisto	m
Takis	m
Tammo	m
Taner	m
Tarik	m
Tarzisius	m
Tassilo	m
Taylor	m
Teemu	m
Tekin	m
Terence	m
Terenzio	m
Theodo	m
Theodor	m
Theodore	m
Theophil	m
Theumis	m
Thierry	m
Thilo	m
Thomas	m
Thor	m
Thorbjörn	m
Thorge	m
Thorsten	m
Thorwald	m
Tiberius	m
Tietje	m
Tilman	m
Tim	m
Timo	m
Timon	m
Timothy	m
Tin	m
Tjarko	m
Tobias	m
Tomohito	m
Toni	m
Torben	m
Tord	m
Torger	m
Traian	m
Tristan	m
Tuncay	m
Ture	m
Udalrich	m
Udo	m
Ueli	m
Ufuk	m
Ulf	m
Ulrich	m
Umar	m
Ümit	m
Urban	m
Uri	m
Urian	m
Uroš	m
Urs	m
Uthman	m
Utto	m
Uwe	m
Vaclav	m
Väinö	m
Valentin	m
Vasco	m
Vasilije	m
Vatroslav	m
Veikko	m
Veit	m
Veli	m
Veli	m
Vicente	m
