Antoni	g	0	1		a:2:{s:9:"givenname";s:6:"Antoni";s:6:"gender";s:1:"m";}
Antoninus	g	0	1		a:2:{s:9:"givenname";s:9:"Antoninus";s:6:"gender";s:1:"m";}
Antonios	g	0	1		a:2:{s:9:"givenname";s:8:"Antonios";s:6:"gender";s:1:"m";}
Antti	g	0	1		a:2:{s:9:"givenname";s:5:"Antti";s:6:"gender";s:1:"m";}
Anwar	g	0	1		a:2:{s:9:"givenname";s:5:"Anwar";s:6:"gender";s:1:"m";}
Anže	g	0	1		a:2:{s:9:"givenname";s:5:"Anže";s:6:"gender";s:1:"m";}
Appius	g	0	1		a:2:{s:9:"givenname";s:6:"Appius";s:6:"gender";s:1:"m";}
Arash	g	0	1		a:2:{s:9:"givenname";s:5:"Arash";s:6:"gender";s:1:"m";}
Archibald	g	0	1		a:2:{s:9:"givenname";s:9:"Archibald";s:6:"gender";s:1:"m";}
Areus	g	0	1		a:2:{s:9:"givenname";s:5:"Areus";s:6:"gender";s:1:"m";}
Aria	g	0	1		a:2:{s:9:"givenname";s:4:"Aria";s:6:"gender";s:1:"m";}
Arian	g	0	1		a:2:{s:9:"givenname";s:5:"Arian";s:6:"gender";s:1:"m";}
Ariano	g	0	1		a:2:{s:9:"givenname";s:6:"Ariano";s:6:"gender";s:1:"m";}
Aribert	g	0	1		a:2:{s:9:"givenname";s:7:"Aribert";s:6:"gender";s:1:"m";}
Ariel	g	0	1		a:2:{s:9:"givenname";s:5:"Ariel";s:6:"gender";s:1:"m";}
Arif	g	0	1		a:2:{s:9:"givenname";s:4:"Arif";s:6:"gender";s:1:"m";}
Arik	g	0	1		a:2:{s:9:"givenname";s:4:"Arik";s:6:"gender";s:1:"m";}
Aristeides	g	0	1		a:2:{s:9:"givenname";s:10:"Aristeides";s:6:"gender";s:1:"m";}
Aristide	g	0	1		a:2:{s:9:"givenname";s:8:"Aristide";s:6:"gender";s:1:"m";}
Aristides	g	0	1		a:2:{s:9:"givenname";s:9:"Aristides";s:6:"gender";s:1:"m";}
Aristion	g	0	1		a:2:{s:9:"givenname";s:8:"Aristion";s:6:"gender";s:1:"m";}
Aristodemos	g	0	1		a:2:{s:9:"givenname";s:11:"Aristodemos";s:6:"gender";s:1:"m";}
Ariston	g	0	1		a:2:{s:9:"givenname";s:7:"Ariston";s:6:"gender";s:1:"m";}
Arjen	g	0	1		a:2:{s:9:"givenname";s:5:"Arjen";s:6:"gender";s:1:"m";}
Arkadius	g	0	1		a:2:{s:9:"givenname";s:8:"Arkadius";s:6:"gender";s:1:"m";}
Armando	g	0	1		a:2:{s:9:"givenname";s:7:"Armando";s:6:"gender";s:1:"m";}
Armin	g	0	1		a:2:{s:9:"givenname";s:5:"Armin";s:6:"gender";s:1:"m";}
Armindo	g	0	1		a:2:{s:9:"givenname";s:7:"Armindo";s:6:"gender";s:1:"m";}
Arndt	g	0	1		a:2:{s:9:"givenname";s:5:"Arndt";s:6:"gender";s:1:"m";}
Arne	g	0	1		a:2:{s:9:"givenname";s:4:"Arne";s:6:"gender";s:1:"m";}
Arnfried	g	0	1		a:2:{s:9:"givenname";s:8:"Arnfried";s:6:"gender";s:1:"m";}
Árni	g	0	1		a:2:{s:9:"givenname";s:5:"Árni";s:6:"gender";s:1:"m";}
Arnim	g	0	1		a:2:{s:9:"givenname";s:5:"Arnim";s:6:"gender";s:1:"m";}
Arno	g	0	1		a:2:{s:9:"givenname";s:4:"Arno";s:6:"gender";s:1:"m";}
Arnold	g	0	1		a:2:{s:9:"givenname";s:6:"Arnold";s:6:"gender";s:1:"m";}
Arnor	g	0	1		a:2:{s:9:"givenname";s:5:"Arnor";s:6:"gender";s:1:"m";}
Arnór	g	0	1		a:2:{s:9:"givenname";s:6:"Arnór";s:6:"gender";s:1:"m";}
Arnošt	g	0	1		a:2:{s:9:"givenname";s:7:"Arnošt";s:6:"gender";s:1:"m";}
Arnulf	g	0	1		a:2:{s:9:"givenname";s:6:"Arnulf";s:6:"gender";s:1:"m";}
Aron	g	0	1		a:2:{s:9:"givenname";s:4:"Aron";s:6:"gender";s:1:"m";}
Arrhidaios	g	0	1		a:2:{s:9:"givenname";s:10:"Arrhidaios";s:6:"gender";s:1:"m";}
Arsenije	g	0	1		a:2:{s:9:"givenname";s:8:"Arsenije";s:6:"gender";s:1:"m";}
Arslan	g	0	1		a:2:{s:9:"givenname";s:6:"Arslan";s:6:"gender";s:1:"m";}
Art	g	0	1		a:2:{s:9:"givenname";s:3:"Art";s:6:"gender";s:1:"m";}
Artem	g	0	1		a:2:{s:9:"givenname";s:5:"Artem";s:6:"gender";s:1:"m";}
Arthur	g	0	1		a:2:{s:9:"givenname";s:6:"Arthur";s:6:"gender";s:1:"m";}
Artin	g	0	1		a:2:{s:9:"givenname";s:5:"Artin";s:6:"gender";s:1:"m";}
Artjom	g	0	1		a:2:{s:9:"givenname";s:6:"Artjom";s:6:"gender";s:1:"m";}
Arttu	g	0	1		a:2:{s:9:"givenname";s:5:"Arttu";s:6:"gender";s:1:"m";}
Artturi	g	0	1		a:2:{s:9:"givenname";s:7:"Artturi";s:6:"gender";s:1:"m";}
Arūnas	g	0	1		a:2:{s:9:"givenname";s:7:"Arūnas";s:6:"gender";s:1:"m";}
Arved	g	0	1		a:2:{s:9:"givenname";s:5:"Arved";s:6:"gender";s:1:"m";}
Arvid	g	0	1		a:2:{s:9:"givenname";s:5:"Arvid";s:6:"gender";s:1:"m";}
Arvo	g	0	1		a:2:{s:9:"givenname";s:4:"Arvo";s:6:"gender";s:1:"m";}
Arvydas	g	0	1		a:2:{s:9:"givenname";s:7:"Arvydas";s:6:"gender";s:1:"m";}
Asbjörn	g	0	1		a:2:{s:9:"givenname";s:8:"Asbjörn";s:6:"gender";s:1:"m";}
Asbjørn	g	0	1		a:2:{s:9:"givenname";s:8:"Asbjørn";s:6:"gender";s:1:"m";}
Ásbjörn	g	0	1		a:2:{s:9:"givenname";s:9:"Ásbjörn";s:6:"gender";s:1:"m";}
Aschot	g	0	1		a:2:{s:9:"givenname";s:6:"Aschot";s:6:"gender";s:1:"m";}
Åse	g	0	1		a:2:{s:9:"givenname";s:4:"Åse";s:6:"gender";s:1:"m";}
Ásgeir	g	0	1		a:2:{s:9:"givenname";s:7:"Ásgeir";s:6:"gender";s:1:"m";}
Asger	g	0	1		a:2:{s:9:"givenname";s:5:"Asger";s:6:"gender";s:1:"m";}
Ashley	g	0	1		a:2:{s:9:"givenname";s:6:"Ashley";s:6:"gender";s:1:"m";}
Asim	g	0	1		a:2:{s:9:"givenname";s:4:"Asim";s:6:"gender";s:1:"m";}
Asios	g	0	1		a:2:{s:9:"givenname";s:5:"Asios";s:6:"gender";s:1:"m";}
